Time,Input,Output
2.31,33.9423,32.0555
2.311,34.3537,32.4352
2.312,34.7731,32.7586
2.313,35.1998,33.1875
2.314,35.6335,33.532
2.315,36.0735,33.9398
2.316,36.519,34.3617
2.317,36.9693,34.8469
2.318,37.4236,35.2336
2.319,37.881,35.6695
2.32,38.3405,36.1547
2.321,38.8011,36.5836
2.322,39.2617,36.9703
2.323,39.7213,37.4695
2.324,40.1788,37.8703
2.325,40.633,38.3906
2.326,41.0828,38.7914
2.327,41.527,39.3047
2.328,41.9646,39.7477
2.329,42.3945,40.1836
2.33,42.8154,40.6195
2.331,43.2265,41.0555
2.332,43.6267,41.4914
2.333,44.015,41.9203
2.334,44.3906,42.3422
2.335,44.7526,42.7078
2.336,45.1002,43.1578
2.337,45.4328,43.5375
2.338,45.7498,43.9031
2.339,46.0505,44.2547
2.34,46.3347,44.6063
2.341,46.602,44.9367
2.342,46.852,45.2602
2.343,47.0847,45.5273
2.344,47.2999,45.8227
2.345,47.4978,46.132
2.346,47.6784,46.3852
2.347,47.842,46.6172
2.348,47.9888,46.8211
2.349,48.1192,47.0109
2.35,48.2337,47.1867
2.351,48.3328,47.3273
2.352,48.4172,47.5031
2.353,48.4874,47.6438
2.354,48.5443,47.7633
2.355,48.5885,47.8617
2.356,48.621,47.9672
2.357,48.6425,48.0445
2.358,48.6539,48.1008
2.359,48.656,48.15
2.36,48.6499,48.1781
2.361,48.6363,48.1852
2.362,48.6162,48.1852
2.363,48.5904,48.1781
2.364,48.5597,48.1852
2.365,48.5251,48.1922
2.366,48.4871,48.1852
2.367,48.4465,48.1781
2.368,48.4041,48.1711
2.369,48.3603,48.1641
2.37,48.3158,48.157
2.371,48.271,48.15
2.372,48.2262,48.1359
2.373,48.1818,48.1148
2.374,48.138,48.0938
2.375,48.095,48.0586
2.376,48.0527,48.0305
2.377,48.0113,47.9953
2.378,47.9705,47.9672
2.379,47.9302,47.932
2.38,47.89,47.9039
2.381,47.8497,47.8687
2.382,47.8088,47.8336
2.383,47.7668,47.7984
2.384,47.7231,47.7633
2.385,47.6771,47.7281
2.386,47.6282,47.693
2.387,47.5755,47.6578
2.388,47.5182,47.6156
2.389,47.4557,47.5734
2.39,47.3871,47.5312
2.391,47.3115,47.4891
2.392,47.228,47.4398
2.393,47.1358,47.3836
2.394,47.0341,47.3203
2.395,46.9219,47.257
2.396,46.7986,47.1797
2.397,46.6632,47.0883
2.398,46.5151,46.9969
2.399,46.3536,46.8844
2.4,46.178,46.7719
2.401,45.9878,46.6453
2.402,45.7824,46.4977
2.403,45.5614,46.343
2.404,45.3245,46.1742
2.405,45.0713,45.9914
2.406,44.8017,45.8016
2.407,44.5156,45.5906
2.408,44.213,45.3656
2.409,43.8938,45.1266
2.41,43.5584,44.8664
2.411,43.207,44.5852
2.412,42.8399,44.2969
2.413,42.4576,43.9805
2.414,42.0606,43.65
2.415,41.6495,43.2984
2.416,41.225,42.9258
2.417,40.7879,42.5391
2.418,40.339,42.1383
2.419,39.8792,41.7234
2.42,39.4095,41.3156
2.421,38.9309,40.8938
2.422,38.4444,40.4578
2.423,37.9511,40.0148
2.424,37.4521,39.5508
2.425,36.9486,39.0586
2.426,36.4416,38.5594
2.427,35.9324,38.0531
2.428,35.4219,37.5539
2.429,34.9115,37.0547
2.43,34.402,36.5625
2.431,33.8947,36.0633
2.432,33.3905,35.543
2.433,32.8904,35.0156
2.434,32.3952,34.4953
2.435,31.906,33.982
2.436,31.4234,33.4828
2.437,30.9482,32.9977
2.438,30.481,32.5125
2.439,30.0225,32.0133
2.44,29.573,31.5141
2.441,29.133,31.0219
2.442,28.7027,30.5508
2.443,28.2825,30.1008
2.444,27.8725,29.6648
2.445,27.4727,29.243
2.446,27.083,28.8141
2.447,26.7035,28.3852
2.448,26.3338,27.9633
2.449,25.9736,27.5484
2.45,25.6228,27.1547
2.451,25.2808,26.775
2.452,24.9471,26.4094
2.453,24.6214,26.0578
2.454,24.3028,25.7133
2.455,23.991,25.3758
2.456,23.6851,25.0383
2.457,23.3845,24.7008
2.458,23.0886,24.3703
2.459,22.7966,24.0469
2.46,22.5078,23.7375
2.461,22.2215,23.4422
2.462,21.937,23.1539
2.463,21.6536,22.8656
2.464,21.3708,22.5844
2.465,21.0879,22.3102
2.466,20.8043,22.0289
2.467,20.5195,21.7477
2.468,20.2332,21.4594
2.469,19.9448,21.1711
2.47,19.6541,20.8828
2.471,19.3609,20.5945
2.472,19.0649,20.3063
2.473,18.766,20.018
2.474,18.4643,19.7367
2.475,18.1598,19.4484
2.476,17.8527,19.1672
2.477,17.5432,18.8789
2.478,17.2316,18.5906
2.479,16.9183,18.2883
2.48,16.6038,17.9789
2.481,16.2887,17.6625
2.482,15.9735,17.3391
2.483,15.659,17.0156
2.484,15.3459,16.6922
2.485,15.0351,16.3758
2.486,14.7274,16.0664
2.487,14.4237,15.7641
2.488,14.1249,15.4547
2.489,13.8321,15.1523
2.49,13.5462,14.85
2.491,13.2683,14.5406
2.492,12.9993,14.2383
2.493,12.7403,13.9289
2.494,12.4924,13.6266
2.495,12.2564,13.3383
2.496,12.0333,13.0641
2.497,11.8241,12.8039
2.498,11.6297,12.5578
2.499,11.4508,12.3258
2.5,11.2884,12.1078
2.501,11.143,11.8969
2.502,11.0153,11.7
2.503,10.9059,11.5172
2.504,10.8154,11.3484
2.505,10.7441,11.2008
2.506,10.6923,11.0672
2.507,10.6603,10.9477
2.508,10.6482,10.8563
2.509,10.6561,10.7648
2.51,10.684,10.7156
2.511,10.7317,10.6805
2.512,10.799,10.6664
2.513,10.8857,10.6734
2.514,10.9912,10.6945
2.515,11.1153,10.7367
2.516,11.2572,10.8
2.517,11.4164,10.8703
2.518,11.5922,10.9547
2.519,11.7839,11.0531
2.52,11.9905,11.1727
2.521,12.2114,11.3344
2.522,12.4455,11.4961
2.523,12.692,11.6578
2.524,12.9499,11.8547
2.525,13.2181,12.0656
2.526,13.4958,12.2977
2.527,13.782,12.5789
2.528,14.0756,12.8039
2.529,14.3756,13.0641
2.53,14.6812,13.3453
2.531,14.9914,13.6266
2.532,15.3054,13.957
2.533,15.6222,14.2172
2.534,15.9412,14.5547
2.535,16.2615,14.8148
2.536,16.5826,15.1172
2.537,16.9037,15.4266
2.538,17.2244,15.75
2.539,17.5442,16.0734
2.54,17.8627,16.4461
2.541,18.1797,16.7344
2.542,18.4948,17.1
2.543,18.808,17.4234
2.544,19.1191,17.6906
2.545,19.4282,18.0352
2.546,19.7354,18.2953
2.547,20.0408,18.6258
2.548,20.3448,18.893
2.549,20.6475,19.2023
2.55,20.9494,19.5188
2.551,21.2508,19.8352
2.552,21.5523,20.1445
2.553,21.8545,20.4961
2.554,22.1578,20.7633
2.555,22.4628,21.1008
2.556,22.7703,21.3609
2.557,23.0808,21.6492
2.558,23.3951,21.9727
2.559,23.7137,22.2258
2.56,24.0373,22.5281
2.561,24.3667,22.8305
2.562,24.7023,23.1891
2.563,25.0448,23.4703
2.564,25.3948,23.8359
2.565,25.7528,24.1594
2.566,26.1193,24.4969
2.567,26.4946,24.8273
2.568,26.8792,25.1648
2.569,27.2733,25.5023
2.57,27.6771,25.8047
2.571,28.0909,26.2055
2.572,28.5145,26.5852
2.573,28.9481,26.9297
2.574,29.3916,27.3305
2.575,29.8447,27.7453
2.576,30.3071,28.2375
2.577,30.7787,28.6172
2.578,31.2588,29.1023
2.579,31.7469,29.482
2.58,32.2426,29.925
2.581,32.745,30.3891
2.582,33.2535,30.8742
2.583,33.7673,31.3734
2.584,34.2854,31.8797
2.585,34.8069,32.4422
2.586,35.3309,32.8781
2.587,35.8563,32.8781
2.588,36.382,33.4969
2.589,36.907,34.4602
2.59,37.4301,34.9945
2.591,37.9502,35.5148
2.592,38.4662,36.0211
2.593,38.9769,36.5133
2.594,39.4812,36.9492
2.595,39.978,37.4484
2.596,40.4661,37.9617
2.597,40.9447,38.5453
2.598,41.4125,39.0656
2.599,41.8688,39.5578
2.6,42.3125,40.0289
2.601,42.7428,40.4859
2.602,43.159,40.95
2.603,43.5603,41.3438
2.604,43.9461,41.843
2.605,44.3159,42.2859
2.606,44.6691,42.6516
2.607,45.0054,43.1016
2.608,45.3245,43.4813
2.609,45.6261,43.7977
2.61,45.9102,44.1914
2.611,46.1768,44.5289
2.612,46.4257,44.8453
2.613,46.6573,45.1125
2.614,46.8717,45.4008
2.615,47.0692,45.675
2.616,47.2501,45.9422
2.617,47.4149,46.2094
2.618,47.5641,46.4273
2.619,47.6983,46.6172
2.62,47.8181,46.7859
2.621,47.924,46.9406
2.622,48.0169,47.0813
2.623,48.0974,47.2148
2.624,48.1663,47.3344
2.625,48.2243,47.4469
2.626,48.2723,47.5523
2.627,48.3109,47.6438
2.628,48.341,47.7141
2.629,48.3633,47.7773
2.63,48.3786,47.8336
2.631,48.3875,47.8828
2.632,48.3906,47.918
2.633,48.3887,47.9391
2.634,48.3823,47.9602
2.635,48.3718,47.9602
2.636,48.3579,47.9602
2.637,48.3407,47.9602
2.638,48.3208,47.9531
2.639,48.2983,47.9602
2.64,48.2734,47.9602
2.641,48.2462,47.9531
2.642,48.2168,47.9531
2.643,48.1851,47.9531
2.644,48.151,47.9531
2.645,48.1144,47.9531
2.646,48.0748,47.9461
2.647,48.0321,47.932
2.648,47.9858,47.918
2.649,47.9355,47.8898
2.65,47.8806,47.8547
2.651,47.8206,47.8195
2.652,47.7548,47.7914
2.653,47.6826,47.7492
2.654,47.6034,47.7141
2.655,47.5163,47.6648
2.656,47.4207,47.6086
2.657,47.3158,47.5453
2.658,47.2009,47.482
2.659,47.0751,47.4117
2.66,46.9378,47.3273
2.661,46.7883,47.243
2.662,46.6258,47.1445
2.663,46.4496,47.032
2.664,46.2593,46.9055
2.665,46.0541,46.7648
2.666,45.8336,46.6102
2.667,45.5973,46.4414
2.668,45.3447,46.2516
2.669,45.0757,46.0547
2.67,44.7899,45.8438
2.671,44.4872,45.6187
2.672,44.1674,45.3797
2.673,43.8306,45.1266
2.674,43.4769,44.8453
2.675,43.1063,44.557
2.676,42.7192,44.2477
2.677,42.3159,43.9242
2.678,41.8968,43.5797
2.679,41.4625,43.2141
2.68,41.0135,42.8203
2.681,40.5504,42.4125
2.682,40.0742,41.9836
2.683,39.5854,41.5477
2.684,39.0851,41.1047
2.685,38.5741,40.6617
2.686,38.0534,40.1977
2.687,37.5242,39.7195
2.688,36.9873,39.2203
2.689,36.444,38.693
2.69,35.8954,38.1656
2.691,35.3425,37.6313
2.692,34.7866,37.1109
2.693,34.2289,36.5836
2.694,33.6703,36.0492
2.695,33.1121,35.4937
2.696,32.5554,34.9172
2.697,32.0012,34.3477
2.698,31.4507,33.7922
2.699,30.9047,33.2437
2.7,30.3642,32.7023
2.701,29.8301,32.1469
2.702,29.3032,31.6547
2.703,28.7843,31.0219
2.704,28.2741,30.4664
2.705,27.7731,29.9391
2.706,27.282,29.4187
2.707,26.8011,28.9055
2.708,26.3309,28.3922
2.709,25.8716,27.8789
2.71,25.4235,27.3797
2.711,24.9867,26.8945
2.712,24.5612,26.4305
2.713,24.147,25.9805
2.714,23.744,25.5375
2.715,23.352,25.0945
2.716,22.9708,24.6516
2.717,22.6002,24.2156
2.718,22.2396,23.8078
2.719,21.8888,23.4141
2.72,21.5473,23.0414
2.721,21.2145,22.6828
2.722,20.8899,22.3313
2.723,20.5731,21.9867
2.724,20.2634,21.6422
2.725,19.9602,21.3047
2.726,19.6629,20.9672
2.727,19.371,20.6438
2.728,19.084,20.3203
2.729,18.8011,20.018
2.73,18.522,19.7297
2.731,18.2461,19.4484
2.732,17.973,19.1672
2.733,17.7022,18.893
2.734,17.4334,18.6258
2.735,17.1664,18.3516
2.736,16.9007,18.0773
2.737,16.6364,17.8031
2.738,16.3732,17.5289
2.739,16.1112,17.2828
2.74,15.8503,16.9805
2.741,15.5906,16.7133
2.742,15.3324,16.4461
2.743,15.0759,16.1859
2.744,14.8213,15.9328
2.745,14.5692,15.6797
2.746,14.3199,15.4266
2.747,14.0741,15.1734
2.748,13.8322,14.9203
2.749,13.5949,14.6672
2.75,13.3631,14.4141
2.751,13.1373,14.1609
2.752,12.9184,13.9148
2.753,12.7072,13.6688
2.754,12.5046,13.4297
2.755,12.3115,13.2047
2.756,12.1288,12.9938
2.757,11.9574,12.7828
2.758,11.7982,12.5789
2.759,11.652,12.3891
2.76,11.5199,12.2063
2.761,11.4027,12.0375
2.762,11.3011,11.8688
2.763,11.216,11.7211
2.764,11.1482,11.5875
2.765,11.0983,11.4609
2.766,11.0671,11.3555
2.767,11.055,11.2641
2.768,11.0627,11.1937
2.769,11.0906,11.1375
2.77,11.1389,11.0953
2.771,11.2081,11.0813
2.772,11.2984,11.0883
2.773,11.4097,11.1094
2.774,11.5423,11.1516
2.775,11.696,11.2078
2.776,11.8707,11.2852
2.777,12.0662,11.3766
2.778,12.2821,11.482
2.779,12.5181,11.6156
2.78,12.7736,11.7703
2.781,13.0482,11.9531
2.782,13.3411,12.157
2.783,13.6516,12.3891
2.784,13.9791,12.6352
2.785,14.3227,12.9023
2.786,14.6814,13.1906
2.787,15.0544,13.5
2.788,15.4407,13.8234
2.789,15.8393,14.1609
2.79,16.2492,14.5055
2.791,16.6693,14.8641
2.792,17.0986,15.2367
2.793,17.536,15.6305
2.794,17.9805,16.0453
2.795,18.431,16.4672
2.796,18.8865,16.9102
2.797,19.3461,17.3531
2.798,19.8087,17.7891
2.799,20.2735,18.225
2.8,20.7396,18.668
2.801,21.2062,19.118
2.802,21.6724,19.575
2.803,22.1377,20.0461
2.804,22.6013,20.5242
2.805,23.0628,21.0023
2.806,23.5215,21.4664
2.807,23.9772,21.9164
2.808,24.4293,22.3594
2.809,24.8778,22.8094
2.81,25.3223,23.2664
2.811,25.7627,23.7234
2.812,26.199,24.1875
2.813,26.6313,24.6375
2.814,27.0595,25.0734
2.815,27.4838,25.5023
2.816,27.9045,25.9242
2.817,28.3218,26.3461
2.818,28.736,26.775
2.819,29.1475,27.2039
2.82,29.5566,27.6328
2.821,29.9638,28.0547
2.822,30.3696,28.4695
2.823,30.7744,28.8633
2.824,31.1786,29.25
2.825,31.5828,29.6438
2.826,31.9875,30.0445
2.827,32.3931,30.4453
2.828,32.8001,30.8531
2.829,33.2088,31.2609
2.83,33.6198,31.6687
2.831,34.0333,32.0766
2.832,34.4497,32.4703
2.833,34.8693,32.857
2.834,35.2921,33.2508
2.835,35.7185,33.6516
2.836,36.1485,34.0664
2.837,36.5822,34.4953
2.838,37.0193,34.9242
2.839,37.46,35.3602
2.84,37.9039,35.7891
2.841,38.3508,36.2039
2.842,38.8004,36.6117
2.843,39.2523,37.0336
2.844,39.7058,37.4625
2.845,40.1606,37.9125
2.846,40.616,38.3625
2.847,41.0712,38.8195
2.848,41.5255,39.2695
2.849,41.9782,39.7125
2.85,42.4282,40.1414
2.851,42.8748,40.5773
2.852,43.317,41.0273
2.853,43.7538,41.4844
2.854,44.1841,41.9414
2.855,44.6069,42.3914
2.856,45.0211,42.8344
2.857,45.4258,43.2633
2.858,45.8198,43.6711
2.859,46.2022,44.0859
2.86,46.5717,44.4937
2.861,46.9275,44.9016
2.862,47.2686,45.3023
2.863,47.5939,45.6891
2.864,47.9027,46.0688
2.865,48.194,46.4203
2.866,48.4671,46.7508
2.867,48.7213,47.0602
2.868,48.9558,47.3555
2.869,49.1701,47.6438
2.87,49.3637,47.918
2.871,49.5362,48.1852
2.872,49.6871,48.4242
2.873,49.8163,48.6422
2.874,49.9235,48.8461
2.875,50.0087,49.0219
2.876,50.0718,49.1766
2.877,50.113,49.3172
2.878,50.1324,49.4367
2.879,50.1302,49.5281
2.88,50.1068,49.5984
2.881,50.0627,49.6477
2.882,49.9982,49.6758
2.883,49.9139,49.6828
2.884,49.8105,49.6688
2.885,49.6886,49.6477
2.886,49.549,49.6195
2.887,49.3924,49.5844
2.888,49.2195,49.5281
2.889,49.0314,49.4438
2.89,48.8288,49.3453
2.891,48.6126,49.2328
2.892,48.3837,49.0992
2.893,48.143,48.9445
2.894,47.8914,48.7758
2.895,47.6299,48.5859
2.896,47.3591,48.375
2.897,47.0801,48.15
2.898,46.7936,47.9109
2.899,46.5003,47.6578
2.9,46.2011,47.3977
2.901,45.8965,47.1305
2.902,45.5873,46.8492
2.903,45.274,46.5539
2.904,44.957,46.2516
2.905,44.6369,45.9352
2.906,44.3141,45.6187
2.907,43.9887,45.3094
2.908,43.6612,45
2.909,43.3316,44.6906
2.91,43.0001,44.3742
2.911,42.6667,44.0578
2.912,42.3314,43.7414
2.913,41.9941,43.4109
2.914,41.6547,43.0805
2.915,41.3129,42.7359
2.916,40.9685,42.3844
2.917,40.6212,42.0398
2.918,40.2707,41.6953
2.919,39.9165,41.3578
2.92,39.5584,41.0273
2.921,39.1957,40.6969
2.922,38.8281,40.3594
2.923,38.4552,40.0148
2.924,38.0763,39.6562
2.925,37.6912,39.2906
2.926,37.2993,38.9109
2.927,36.9001,38.5242
2.928,36.4934,38.1445
2.929,36.0786,37.7648
2.93,35.6554,37.3852
2.931,35.2236,36.9984
2.932,34.7829,36.6047
2.933,34.3331,36.2039
2.934,33.874,35.782
2.935,33.4055,35.3391
2.936,32.9278,34.8891
2.937,32.4407,34.4391
2.938,31.9444,33.9891
2.939,31.4392,33.5391
2.94,30.9253,33.075
2.941,30.4031,32.5969
2.942,29.8731,32.0906
2.943,29.3356,31.5703
2.944,28.7914,31.043
2.945,28.2411,30.5156
2.946,27.6854,29.9953
2.947,27.1251,29.475
2.948,26.5611,28.9477
2.949,25.9943,28.3922
2.95,25.4256,27.8297
2.951,24.8562,27.2531
2.952,24.2869,26.6906
2.953,23.7191,26.1352
2.954,23.1536,25.5797
2.955,22.5918,25.0102
2.956,22.0348,24.4266
2.957,21.4837,23.843
2.958,20.9398,23.2664
2.959,20.4041,22.7109
2.96,19.8778,22.1625
2.961,19.362,21.6211
2.962,18.8579,21.0727
2.963,18.3665,20.5172
2.964,17.8887,19.9758
2.965,17.4256,19.4625
2.966,16.9781,18.9703
2.967,16.547,18.4922
2.968,16.133,18.0141
2.969,15.7369,17.543
2.97,15.3594,17.0789
2.971,15.0009,16.6289
2.972,14.662,16.2
2.973,14.343,15.8063
2.974,14.0442,15.4406
2.975,13.7659,15.0891
2.976,13.5082,14.7516
2.977,13.2711,14.4281
2.978,13.0547,14.1188
2.979,12.8588,13.8305
2.98,12.6832,13.5563
2.981,12.5277,13.3102
2.982,12.3919,13.0922
2.983,12.2754,12.8953
2.984,12.1779,12.7195
2.985,12.0987,12.5648
2.986,12.0372,12.4313
2.987,11.993,12.3117
2.988,11.9653,12.2133
2.989,11.9535,12.1289
2.99,11.9568,12.0656
2.991,11.9746,12.0164
2.992,12.0061,11.9813
2.993,12.0507,11.9742
2.994,12.1074,11.9813
2.995,12.1758,11.9953
2.996,12.2549,12.0234
2.997,12.3443,12.0656
2.998,12.4432,12.1148
2.999,12.5511,12.1641
3,12.6673,12.2273
3.001,12.7914,12.2977
3.002,12.9229,12.382
3.003,13.0613,12.4734
3.004,13.2064,12.5789
3.005,13.3577,12.6914
3.006,13.5152,12.8109
3.007,13.6786,12.9516
3.008,13.8478,13.0922
3.009,14.0227,13.2469
3.01,14.2034,13.4016
3.011,14.39,13.5703
3.012,14.5826,13.7391
3.013,14.7813,13.9219
3.014,14.9865,14.0977
3.015,15.1985,14.2734
3.016,15.4175,14.4633
3.017,15.644,14.6531
3.018,15.8784,14.8711
3.019,16.1211,15.0539
3.02,16.3727,15.2648
3.021,16.6336,15.4898
3.022,16.9043,15.7219
3.023,17.1853,15.968
3.024,17.4772,16.2211
3.025,17.7804,16.4812
3.026,18.0955,16.7906
3.027,18.4228,17.0297
3.028,18.7628,17.318
3.029,19.1158,17.6133
3.03,19.4824,17.9156
3.031,19.8627,18.232
3.032,20.2569,18.5977
3.033,20.6654,18.9
3.034,21.0881,19.2516
3.035,21.5253,19.6313
3.036,21.9768,20.0742
3.037,22.4425,20.4891
3.038,22.9224,20.8547
3.039,23.4161,21.2766
3.04,23.9234,21.7125
3.041,24.4438,22.1555
3.042,24.9769,22.6195
3.043,25.5221,23.175
3.044,26.0787,23.625
3.045,26.6462,24.1453
3.046,27.2236,24.6797
3.047,27.8102,25.2141
3.048,28.405,25.8258
3.049,29.007,26.3742
3.05,29.6153,26.8734
3.051,30.2287,27.3797
3.052,30.8462,28.0547
3.053,31.4666,28.6523
3.054,32.0887,29.25
3.055,32.7112,29.8477
3.056,33.3331,30.4594
3.057,33.953,31.0781
3.058,34.5698,31.7109
3.059,35.1821,32.3297
3.06,35.7889,32.9414
3.061,36.3888,33.5461
3.062,36.9809,34.1648
3.063,37.5638,34.8609
3.064,38.1367,35.4797
3.065,38.6983,36.0633
3.066,39.2478,36.5484
3.067,39.7843,37.0969
3.068,40.3068,37.6523
3.069,40.8146,38.2852
3.07,41.307,38.7703
3.071,41.7833,39.3047
3.072,42.243,39.818
3.073,42.6857,40.3172
3.074,43.1108,40.8023
3.075,43.5181,41.2875
3.076,43.9073,41.8219
3.077,44.2783,42.2789
3.078,44.631,42.7078
3.079,44.9655,43.1016
3.08,45.2817,43.4672
3.081,45.5798,43.7695
3.082,45.86,44.1141
3.083,46.1226,44.4445
3.084,46.368,44.775
3.085,46.5965,45.0844
3.086,46.8085,45.3727
3.087,47.0045,45.682
3.088,47.185,45.9422
3.089,47.3506,46.1672
3.09,47.5018,46.3781
3.091,47.6391,46.5609
3.092,47.7632,46.7297
3.093,47.8745,46.8844
3.094,47.9738,47.025
3.095,48.0615,47.1516
3.096,48.1382,47.2781
3.097,48.2044,47.3906
3.098,48.2606,47.5031
3.099,48.3073,47.6016
3.1,48.3447,47.6859
3.101,48.3734,47.7563
3.102,48.3936,47.8195
3.103,48.4056,47.8687
3.104,48.4096,47.9109
3.105,48.4057,47.9391
3.106,48.3941,47.9672
3.107,48.3748,47.9813
3.108,48.3477,47.9813
3.109,48.3128,47.9813
3.11,48.2698,47.9742
3.111,48.2187,47.9672
3.112,48.1592,47.9672
3.113,48.0909,47.9672
3.114,48.0134,47.9602
3.115,47.9265,47.9461
3.116,47.8296,47.918
3.117,47.7222,47.8687
3.118,47.6039,47.8125
3.119,47.4741,47.7422
3.12,47.3323,47.6648
3.121,47.1779,47.5734
3.122,47.0103,47.475
3.123,46.8289,47.3695
3.124,46.6333,47.25
3.125,46.4228,47.1164
3.126,46.197,46.9688
3.127,45.9553,46.8
3.128,45.6972,46.6172
3.129,45.4225,46.4203
3.13,45.1306,46.2023
3.131,44.8212,45.9703
3.132,44.4942,45.7172
3.133,44.1493,45.457
3.134,43.7863,45.1758
3.135,43.4053,44.8805
3.136,43.0061,44.5641
3.137,42.589,44.2336
3.138,42.1541,43.882
3.139,41.7016,43.5164
3.14,41.2318,43.1156
3.141,40.7452,42.6938
3.142,40.2423,42.2437
3.143,39.7236,41.7797
3.144,39.1898,41.3156
3.145,38.6416,40.8445
3.146,38.0799,40.3594
3.147,37.5054,39.8602
3.148,36.9192,39.3258
3.149,36.3222,38.7703
3.15,35.7154,38.1938
3.151,35.1,37.6242
3.152,34.4772,37.0547
3.153,33.848,36.4711
3.154,33.2137,35.8734
3.155,32.5755,35.2477
3.156,31.9347,34.6078
3.157,31.2926,33.968
3.158,30.6503,33.3422
3.159,30.0092,32.7234
3.16,29.3704,32.0836
3.161,28.7353,31.4297
3.162,28.1049,30.7688
3.163,27.4805,30.1289
3.164,26.8631,29.5102
3.165,26.2539,28.8914
3.166,25.6538,28.2586
3.167,25.0638,27.6188
3.168,24.4849,26.9859
3.169,23.9178,26.3742
3.17,23.3633,25.7766
3.171,22.822,25.193
3.172,22.2947,24.6094
3.173,21.7819,24.0188
3.174,21.284,23.4563
3.175,20.8014,22.9852
3.176,20.3344,22.4016
3.177,19.8832,21.8953
3.178,19.4481,21.3961
3.179,19.029,20.8969
3.18,18.626,20.4117
3.181,18.2391,19.9547
3.182,17.8681,19.5188
3.183,17.5128,19.1039
3.184,17.173,18.7102
3.185,16.8485,18.3234
3.186,16.5389,17.9578
3.187,16.2438,17.5922
3.188,15.9629,17.2406
3.189,15.6957,16.9031
3.19,15.4418,16.5867
3.191,15.2008,16.2914
3.192,14.9722,16.0172
3.193,14.7555,15.757
3.194,14.5503,15.5109
3.195,14.3562,15.2719
3.196,14.1728,15.0469
3.197,13.9996,14.8359
3.198,13.8363,14.625
3.199,13.6826,14.4281
3.2,13.5382,14.2383
3.201,13.4029,14.0555
3.202,13.2764,13.8867
3.203,13.1587,13.732
3.204,13.0496,13.5844
3.205,12.9492,13.4508
3.206,12.8574,13.3313
3.207,12.7743,13.2188
3.208,12.7001,13.1133
3.209,12.6349,13.0078
3.21,12.5791,12.9164
3.211,12.5329,12.832
3.212,12.4966,12.7547
3.213,12.4708,12.6844
3.214,12.4557,12.6211
3.215,12.452,12.5719
3.216,12.4601,12.5297
3.217,12.4806,12.5016
3.218,12.5141,12.4875
3.219,12.5611,12.4875
3.22,12.6223,12.4945
3.221,12.6983,12.5156
3.222,12.7898,12.5438
3.223,12.8972,12.5789
3.224,13.0213,12.6281
3.225,13.1626,12.6844
3.226,13.3216,12.7547
3.227,13.499,12.8391
3.228,13.6951,12.9445
3.229,13.9104,13.0641
3.23,14.1453,13.2117
3.231,14.4002,13.3805
3.232,14.6752,13.5703
3.233,14.9706,13.7812
3.234,15.2866,14.0133
3.235,15.6231,14.2945
3.236,15.9802,14.5266
3.237,16.3578,14.8008
3.238,16.7557,15.1031
3.239,17.1736,15.4266
3.24,17.6112,15.7781
3.241,18.068,16.1508
3.242,18.5436,16.5516
3.243,19.0373,16.9734
3.244,19.5486,17.4164
3.245,20.0766,17.8664
3.246,20.6205,18.3234
3.247,21.1794,18.7945
3.248,21.7524,19.2867
3.249,22.3385,19.8141
3.25,22.9365,20.3625
3.251,23.5455,20.932
3.252,24.1641,21.5016
3.253,24.7913,22.0781
3.254,25.4257,22.6547
3.255,26.0662,23.2453
3.256,26.7114,23.8641
3.257,27.3601,24.5742
3.258,28.011,25.1227
3.259,28.6628,25.7414
3.26,29.3144,26.4375
3.261,29.9643,26.9859
3.262,30.6115,27.6328
3.263,31.2547,28.2937
3.264,31.8928,28.9406
3.265,32.5247,29.5734
3.266,33.1494,30.2063
3.267,33.7659,30.8531
3.268,34.3732,31.507
3.269,34.9704,32.1539
3.27,35.5569,32.7656
3.271,36.1318,33.3633
3.272,36.6945,34.0383
3.273,37.2444,34.5656
3.274,37.7811,35.1633
3.275,38.304,35.8102
3.276,38.8128,36.2883
3.277,39.3073,36.8789
3.278,39.7872,37.3359
3.279,40.2524,37.9125
3.28,40.7029,38.4258
3.281,41.1385,38.918
3.282,41.5595,39.3891
3.283,41.9658,39.8391
3.284,42.3577,40.2609
3.285,42.7353,40.6828
3.286,43.0989,41.0977
3.287,43.4488,41.5125
3.288,43.7852,41.857
3.289,44.1086,42.2437
3.29,44.4193,42.6164
3.291,44.7176,43.0172
3.292,45.0039,43.3055
3.293,45.2786,43.6219
3.294,45.542,43.9242
3.295,45.7944,44.2266
3.296,46.0362,44.5148
3.297,46.2677,44.7961
3.298,46.4892,45.0633
3.299,46.7008,45.3164
3.3,46.9028,45.5977
3.301,47.0953,45.8297
3.302,47.2784,46.0547
3.303,47.4521,46.2375
3.304,47.6165,46.4484
3.305,47.7715,46.6102
3.306,47.9171,46.7789
3.307,48.0529,46.9477
3.308,48.1789,47.1023
3.309,48.2948,47.2781
3.31,48.4002,47.4117
3.311,48.4947,47.5523
3.312,48.578,47.6859
3.313,48.6497,47.8125
3.314,48.7091,47.932
3.315,48.7557,48.0305
3.316,48.7891,48.1219
3.317,48.8086,48.1852
3.318,48.8135,48.2414
3.319,48.8033,48.2766
3.32,48.7774,48.3047
3.321,48.735,48.3117
3.322,48.6756,48.3188
