Time,Input,Output
5.032,4.43572,1.65819
5.033,4.63447,1.78791
5.034,4.83484,1.82455
5.035,5.03638,1.82455
5.036,5.23862,1.80254
5.037,5.44107,1.86145
5.038,5.64326,1.80254
5.039,5.84467,1.91354
5.04,6.0448,1.91354
5.041,6.24313,1.91354
5.042,6.43914,1.86145
5.043,6.63232,1.85405
5.044,6.82214,1.85405
5.045,7.00808,1.90607
5.046,7.18962,2.01927
5.047,7.36625,2.0269
5.048,7.53746,2.16603
5.049,7.70275,2.0269
5.05,7.86164,2.17386
5.051,8.01366,2.43809
5.052,8.15835,2.65428
5.053,8.29527,2.48735
5.054,8.424,2.60376
5.055,8.54415,2.60376
5.056,8.65534,3.18924
5.057,8.75722,3.21656
5.058,8.84946,3.21656
5.059,8.93178,3.24396
5.06,9.00391,3.24396
5.061,9.0656,3.96967
5.062,9.11667,3.97962
5.063,9.15694,4.0596
5.064,9.18628,3.97962
5.065,9.20457,4.16053
5.066,9.21177,4.75575
5.067,9.20783,4.88539
5.068,9.19277,4.98361
5.069,9.16662,4.83119
5.07,9.12945,4.83119
5.071,9.08139,5.57917
5.072,9.02257,5.57917
5.073,8.95318,5.57917
5.074,8.87342,5.62531
5.075,8.78354,5.89386
5.076,8.68382,6.17999
5.077,8.57457,6.33748
5.078,8.4561,6.36187
5.079,8.3288,6.52141
5.08,8.19303,6.52141
5.081,8.04921,7.30658
5.082,7.89778,7.37165
5.083,7.73917,7.30658
5.084,7.57385,7.3847
5.085,7.40232,7.3847
5.086,7.22506,7.83447
5.087,7.04259,8.00963
5.088,6.85542,8.09108
5.089,6.66407,8.21394
5.09,6.46909,8.40675
5.091,6.27099,8.33766
5.092,6.07032,8.25509
5.093,5.86761,8.33766
5.094,5.66339,8.40675
5.095,5.45819,8.46222
5.096,5.25254,8.46222
5.097,5.04694,8.58763
5.098,4.84189,8.58763
5.099,4.6379,8.58763
5.1,4.43545,8.50393
5.101,4.23499,8.44834
5.102,4.037,8.44834
5.103,3.8419,8.18657
5.104,3.65012,8.18657
5.105,3.46206,7.88818
5.106,3.27812,7.63455
5.107,3.09866,7.63455
5.108,2.92404,7.66107
5.109,2.75458,7.66107
5.11,2.59061,7.02337
5.111,2.43243,6.68271
5.112,2.2803,6.68271
5.113,2.1345,6.79542
5.114,1.99525,6.65778
5.115,1.86278,6.60804
5.116,1.73731,5.78812
5.117,1.61902,5.78812
5.118,1.50807,5.69484
5.119,1.40464,5.69484
5.12,1.30885,5.69484
5.121,1.22083,4.74502
5.122,1.1407,4.71287
5.123,1.06856,4.74502
5.124,1.00448,4.99457
5.125,0.948548,4.54303
5.126,0.900815,3.97962
5.127,0.861332,3.97962
5.128,0.830139,3.99955
5.129,0.807261,3.99955
5.13,0.792715,3.86089
5.131,0.78651,3.01844
5.132,0.788642,2.97412
5.133,0.799099,3.01844
5.134,0.817859,3.12588
5.135,0.844892,3.17109
5.136,0.880157,2.43809
5.137,0.923605,2.37299
5.138,0.975176,2.37299
5.139,1.0348,2.37299
5.14,1.1024,2.3649
5.141,1.17788,2.1817
5.142,1.26115,2.1817
5.143,1.35209,2.01927
5.144,1.45057,2.16603
5.145,1.55647,1.99644
5.146,1.66963,1.98885
5.147,1.78989,1.90607
5.148,1.91708,1.82455
5.149,2.051,1.82455
5.15,2.19145,1.82455
5.151,2.33821,1.75879
5.152,2.49105,1.70823
5.153,2.6497,1.68672
5.154,2.81391,1.65108
5.155,2.98338,1.65108
5.156,3.15781,1.65108
5.157,3.33689,1.54572
5.158,3.52027,1.55267
5.159,3.7076,1.57358
5.16,3.8985,1.57358
5.161,4.0926,1.57358
5.162,4.28948,1.68672
5.163,4.48873,1.68672
5.164,4.6899,1.65108
5.165,4.89254,1.53878
5.166,5.0962,1.53878
5.167,5.30038,1.60865
5.168,5.50461,1.60865
5.169,5.70838,1.60865
5.17,5.91118,1.72984
5.171,6.11249,1.67957
5.172,6.31179,1.80254
5.173,6.50856,1.73706
5.174,6.70225,1.75879
5.175,6.89234,1.75879
5.176,7.07829,1.85405
5.177,7.25959,1.99644
5.178,7.43569,2.0729
5.179,7.60609,2.16603
5.18,7.77028,2.08832
5.181,7.92776,2.08832
5.182,8.07804,2.42991
5.183,8.22067,2.48735
5.184,8.35518,2.48735
5.185,8.48114,2.48735
5.186,8.59815,2.67968
5.187,8.70581,3.1349
5.188,8.80378,3.21656
5.189,8.8917,3.23482
5.19,8.96928,3.23482
5.191,9.03624,3.11687
5.192,9.09233,3.91018
5.193,9.13735,4.0797
5.194,9.17111,3.91018
5.195,9.19348,4.0797
5.196,9.20436,4.12003
5.197,9.20366,4.82038
5.198,9.19137,4.82038
5.199,9.16748,4.73429
5.2,9.13204,4.73429
5.201,9.08514,4.88539
5.202,9.02689,5.70646
5.203,8.95746,5.64844
5.204,8.87702,5.64844
5.205,8.78582,5.69484
5.206,8.68412,5.81154
5.207,8.57221,6.45984
5.208,8.45043,6.50907
5.209,8.31915,6.50907
5.21,8.17875,6.50907
5.211,8.02965,6.74522
5.212,7.87231,7.58164
5.213,7.70719,7.58164
5.214,7.5348,7.48944
5.215,7.35564,7.41082
5.216,7.17026,7.41082
5.217,6.9792,8.09108
5.218,6.78302,8.11831
5.219,6.58231,8.17289
5.22,6.37764,8.17289
5.221,6.16962,8.46222
5.222,5.95884,8.37908
5.223,5.74589,8.61561
5.224,5.53138,8.72796
5.225,5.3159,8.72796
5.226,5.10006,8.72796
5.227,4.88443,8.64364
5.228,4.6696,8.64364
5.229,4.45614,8.58763
5.23,4.2446,8.49001
5.231,4.03553,8.44834
5.232,3.82945,8.11831
5.233,3.62688,8.11831
5.234,3.42831,8.20025
5.235,3.23422,8.20025
5.236,3.04505,8.03674
5.237,2.86125,7.55524
5.238,2.68322,7.55524
5.239,2.51136,7.62131
5.24,2.34602,7.62131
5.241,2.18755,7.47631
5.242,2.03626,6.44756
5.243,1.89245,6.37408
5.244,1.75639,6.44756
5.245,1.62833,6.58324
5.246,1.50848,6.58324
5.247,1.39704,5.49883
5.248,1.29419,5.49883
5.249,1.20008,5.62531
5.25,1.11484,5.62531
5.251,1.03858,5.59069
5.252,0.97139,4.62762
5.253,0.913331,4.62762
5.254,0.864455,4.72358
5.255,0.82479,4.77725
5.256,0.794348,4.77725
5.257,0.773123,4.0596
5.258,0.761092,3.94979
5.259,0.758218,3.73397
5.26,0.764447,3.92007
5.261,0.779713,3.92007
5.262,0.803932,3.05409
5.263,0.837013,3.03624
5.264,0.878847,3.05409
5.265,0.929316,3.11687
5.266,0.98829,3.11687
5.267,1.05563,2.40545
5.268,1.13118,2.40545
5.269,1.21477,2.42991
5.27,1.30625,2.48735
5.271,1.40541,2.72222
5.272,1.51207,2.0269
5.273,1.62603,2.0269
5.274,1.74707,2.03454
5.275,1.87497,2.03454
5.276,2.00949,1.83928
5.277,2.1504,1.73706
5.278,2.29742,1.6369
5.279,2.45031,1.6369
5.28,2.60878,1.62982
5.281,2.77254,1.62982
5.282,2.9413,1.62982
5.283,3.11474,1.58058
5.284,3.29254,1.48363
5.285,3.47437,1.58058
5.286,3.65989,1.5666
5.287,3.84872,1.5666
5.288,4.0405,1.5666
5.289,4.23486,1.60162
5.29,4.43138,1.60162
5.291,4.62968,1.52493
5.292,4.82932,1.46312
5.293,5.02988,1.58058
5.294,5.23092,1.6369
5.295,5.43199,1.58058
5.296,5.63263,1.6369
5.297,5.83237,1.51802
5.298,6.03074,1.57358
5.299,6.22725,1.49736
5.3,6.42142,1.54572
5.301,6.61275,1.54572
5.302,6.80074,1.60865
5.303,6.9849,1.91354
5.304,7.16473,1.8986
5.305,7.33973,1.72263
5.306,7.50942,1.8986
5.307,7.67329,2.1817
5.308,7.83086,2.26067
5.309,7.98167,2.1817
5.31,8.12524,2.23687
5.311,8.26113,2.23687
5.312,8.38889,2.79083
5.313,8.50811,2.81674
5.314,8.61837,2.81674
5.315,8.7193,2.81674
5.316,8.81052,2.86882
5.317,8.89171,3.63754
5.318,8.96254,3.63754
5.319,9.02273,3.74367
5.32,9.07203,3.51375
5.321,9.1102,3.80209
5.322,9.13705,4.45912
5.323,9.15243,4.53251
5.324,9.15619,4.51149
5.325,9.14825,4.51149
5.326,9.12856,4.51149
5.327,9.09709,5.2049
5.328,9.05388,5.37361
5.329,8.99897,5.37361
5.33,8.93246,5.419
5.331,8.8545,5.55616
5.332,8.76525,6.19204
5.333,8.66493,6.19204
5.334,8.55379,6.19204
5.335,8.43213,6.25246
5.336,8.30026,6.36187
5.337,8.15855,6.70768
5.338,8.0074,6.72019
5.339,7.84722,6.78285
5.34,7.6785,6.78285
5.341,7.50171,6.95971
5.342,7.31737,7.45008
5.343,7.12603,7.45008
5.344,6.92826,7.45008
5.345,6.72464,7.45008
5.346,6.51579,7.71424
5.347,6.30234,8.05031
5.348,6.08492,8.32387
5.349,5.8642,8.35146
5.35,5.64083,8.35146
5.351,5.41548,8.35146
5.352,5.18884,8.60161
5.353,4.96158,8.62962
5.354,4.73436,8.60161
5.355,4.50788,8.44834
5.356,4.28278,8.33766
5.357,4.05974,8.29633
5.358,3.83939,8.32387
5.359,3.62237,8.31009
5.36,3.40931,8.31009
5.361,3.20079,8.31009
5.362,2.9974,7.87473
5.363,2.7997,7.87473
5.364,2.60822,7.87473
5.365,2.42348,7.62131
5.366,2.24596,7.55524
5.367,2.07611,7.12577
5.368,1.91437,7.12577
5.369,1.76112,6.64533
5.37,1.61674,7.08729
5.371,1.48156,6.62046
5.372,1.35589,5.47597
5.373,1.23998,5.71809
5.374,1.13409,5.75306
5.375,1.03841,5.71809
5.376,0.953112,5.69484
5.377,0.878343,4.90714
5.378,0.814207,4.90714
5.379,0.76078,5.09373
5.38,0.718107,5.1048
5.381,0.686201,5.09373
5.382,0.665049,4.04957
5.383,0.654607,3.99955
5.384,0.654805,3.77284
5.385,0.665544,3.77284
5.386,0.686704,3.75338
5.387,0.718137,3.26229
5.388,0.759674,3.07197
5.389,0.811125,3.07197
5.39,0.872277,3.18016
5.391,0.9429,3.18016
5.392,1.02275,2.37299
5.393,1.11155,2.35682
5.394,1.20903,2.35682
5.395,1.3149,2.40545
5.396,1.42884,2.31657
5.397,1.55054,2.28457
5.398,1.67967,2.15041
5.399,1.81588,2.04985
5.4,1.95883,2.03454
5.401,2.10816,1.97371
5.402,2.26351,1.82455
5.403,2.4245,1.8172
5.404,2.59076,1.67243
5.405,2.76191,1.71542
5.406,2.93757,1.71542
5.407,3.11733,1.60162
5.408,3.30082,1.60162
5.409,3.48762,1.8172
5.41,3.67735,1.8172
5.411,3.86959,1.75154
5.412,4.06394,1.70105
5.413,4.26001,1.68672
5.414,4.45737,1.70105
5.415,4.65561,1.76606
5.416,4.85432,1.76606
5.417,5.05309,1.75879
5.418,5.25151,1.75879
5.419,5.44914,1.75879
5.42,5.64559,1.58058
5.421,5.84041,1.58058
5.422,6.03321,1.6157
5.423,6.22355,1.72984
5.424,6.41102,1.62275
5.425,6.59519,1.72984
5.426,6.77565,1.78791
5.427,6.95199,1.78791
5.428,7.12378,2.01165
5.429,7.29061,2.01165
5.43,7.45208,1.99644
5.431,7.60777,1.99644
5.432,7.7573,2.26863
5.433,7.90026,2.29255
5.434,8.03627,2.26863
5.435,8.16496,2.29255
5.436,8.28594,2.34875
5.437,8.39887,3.02734
5.438,8.5034,3.02734
5.439,8.59919,2.96529
5.44,8.68592,3.0899
5.441,8.7633,3.0899
5.442,8.83104,3.58972
5.443,8.88887,3.68563
5.444,8.93655,3.92007
5.445,8.97385,3.85107
5.446,9.00057,3.92007
5.447,9.01654,4.57467
5.448,9.0216,4.57467
5.449,9.01564,4.60641
5.45,8.99856,4.60641
5.451,8.9703,4.60641
5.452,8.93082,5.35098
5.453,8.88013,5.51028
5.454,8.81825,5.47597
5.455,8.74526,5.47597
5.456,8.66126,5.47597
5.457,8.56638,6.33748
5.458,8.46079,6.33748
5.459,8.3447,6.13188
5.46,8.21835,6.14389
5.461,8.08203,6.22826
5.462,7.93604,6.22826
5.463,7.78073,6.94701
5.464,7.6165,7.11293
5.465,7.44375,6.98514
5.466,7.26294,7.11293
5.467,7.07454,7.56843
5.468,6.87907,7.56843
5.469,6.67707,7.63455
5.47,6.46911,7.63455
5.471,6.25578,7.71424
5.472,6.03769,8.14558
5.473,5.81549,8.25509
5.474,5.58982,8.22765
5.475,5.36138,8.22765
5.476,5.13083,8.22765
5.477,4.89889,8.09108
5.478,4.66626,8.33766
5.479,4.43366,8.33766
5.48,4.20181,8.37908
5.481,3.97142,8.37908
5.482,3.74322,7.78093
5.483,3.51791,8.22765
5.484,3.29622,8.22765
5.485,3.07882,8.14558
5.486,2.86641,7.94205
5.487,2.65965,7.66107
5.488,2.45919,7.31957
5.489,2.26566,7.31957
5.49,2.07965,7.41082
5.491,1.90175,7.41082
5.492,1.73251,7.33258
5.493,1.57245,6.60804
5.494,1.42204,6.60804
5.495,1.28175,6.68271
5.496,1.152,6.68271
5.497,1.03316,6.3863
5.498,0.925566,5.75306
5.499,0.829532,5.75306
5.5,0.745314,5.78812
5.501,0.673133,5.78812
5.502,0.613167,4.74502
5.503,0.565552,4.45912
5.504,0.530383,4.65951
5.505,0.507711,4.80958
5.506,0.497547,4.65951
5.507,0.499859,3.74367
5.508,0.514576,3.69528
5.509,0.541585,3.73397
5.51,0.580735,3.73397
5.511,0.631837,3.73397
5.512,0.694666,2.96529
5.513,0.768962,2.90376
5.514,0.854428,2.90376
5.515,0.95074,2.90376
5.516,1.05754,3.18924
5.517,1.17444,2.34875
5.518,1.30103,2.34875
5.519,1.43688,2.34875
5.52,1.58153,2.37299
5.521,1.73448,2.3246
5.522,1.89526,2.01927
5.523,2.06335,1.93603
5.524,2.23821,1.92852
5.525,2.4193,1.92852
5.526,2.60608,1.92852
5.527,2.79799,1.97371
5.528,2.99447,1.99644
5.529,3.19494,1.99644
5.53,3.39884,1.98127
5.531,3.60559,1.8172
5.532,3.81462,1.69388
5.533,4.02538,1.69388
5.534,4.23729,1.69388
5.535,4.44981,1.71542
5.536,4.66237,1.82455
5.537,4.87445,1.75879
5.538,5.08551,1.73706
5.539,5.29502,1.72263
5.54,5.50249,1.62275
5.541,5.70741,1.65819
5.542,5.9093,1.62982
5.543,6.10769,1.65819
5.544,6.30213,1.62982
5.545,6.49217,1.75154
5.546,6.6774,1.59459
5.547,6.85739,1.59459
5.548,7.03175,1.72984
5.549,7.20011,1.8986
5.55,7.36211,1.78791
5.551,7.51739,1.78791
5.552,7.66563,1.78791
5.553,7.80651,2.08061
5.554,7.93974,2.14261
5.555,8.06504,2.08061
5.556,8.18213,2.14261
5.557,8.29077,2.18955
5.558,8.39073,2.66274
5.559,8.4818,2.90376
5.56,8.56377,2.90376
5.561,8.63646,2.90376
5.562,8.6997,3.56116
5.563,8.75334,3.56116
5.564,8.79726,3.60882
5.565,8.83133,3.61838
5.566,8.85546,3.73397
5.567,8.86957,4.38624
5.568,8.8736,4.49051
5.569,8.86749,4.38624
5.57,8.85123,4.29329
5.571,8.82481,4.58524
5.572,8.78824,5.1048
5.573,8.74156,5.2721
5.574,8.68482,5.2721
5.575,8.61809,5.2721
5.576,8.54149,5.37361
5.577,8.45511,5.62531
5.578,8.35911,6.44756
5.579,8.25365,6.44756
5.58,8.13892,6.06004
5.581,8.01513,6.06004
5.582,7.88252,6.34967
5.583,7.74135,6.92164
5.584,7.59191,6.92164
5.585,7.4345,6.92164
5.586,7.26946,6.94701
5.587,7.09715,6.94701
5.588,6.91796,7.82107
5.589,6.7323,7.82107
5.59,6.5406,7.82107
5.591,6.34332,8.09108
5.592,6.14094,8.09108
5.593,5.93396,7.92857
5.594,5.72291,8.26882
5.595,5.50833,8.35146
5.596,5.29079,8.35146
5.597,5.07086,8.31009
5.598,4.84915,8.15923
5.599,4.62627,8.15923
5.6,4.40285,8.22765
5.601,4.17952,8.22765
5.602,3.95694,8.13194
5.603,3.73576,8.13194
5.604,3.51665,8.10469
5.605,3.30026,8.02318
5.606,3.08727,8.00963
5.607,2.87833,7.87473
5.608,2.67411,7.28062
5.609,2.47527,7.28062
5.61,2.28244,7.30658
5.611,2.09626,7.30658
5.612,1.91736,7.2936
5.613,1.74633,6.21618
5.614,1.58375,6.44756
5.615,1.43019,6.44756
5.616,1.28618,6.17999
5.617,1.15224,6.09591
5.618,1.02884,5.79983
5.619,0.916438,5.67162
5.62,0.815442,5.70646
5.621,0.726235,5.67162
5.622,0.649158,5.55616
5.623,0.584515,4.68082
5.624,0.532566,4.64887
5.625,0.493532,4.64887
5.626,0.467587,4.65951
5.627,0.454863,4.65951
5.628,0.455444,3.84125
5.629,0.46937,3.56116
5.63,0.496632,3.72428
5.631,0.537176,3.72428
5.632,0.5909,3.72428
5.633,0.657655,3.09888
5.634,0.737245,3.09888
5.635,0.829431,3.10787
5.636,0.933925,3.10787
5.637,1.0504,3.00956
5.638,1.17848,2.64583
5.639,1.31775,2.56195
5.64,1.46776,2.30055
5.641,1.62802,2.30055
5.642,1.798,2.30055
5.643,1.97714,1.92103
5.644,2.16486,1.88371
5.645,2.36052,1.92103
5.646,2.56348,1.97371
5.647,2.77307,1.9586
5.648,2.98861,1.93603
5.649,3.20937,1.75879
5.65,3.43465,1.73706
5.651,3.66369,1.75879
5.652,3.89576,1.8172
5.653,4.1301,1.8172
5.654,4.36595,1.64398
5.655,4.60257,1.64398
5.656,4.83919,1.71542
5.657,5.07508,1.71542
5.658,5.30948,1.71542
5.659,5.54168,1.8172
5.66,5.77095,1.8172
5.661,5.9966,1.8172
5.662,6.21795,1.78791
5.663,6.43433,1.6369
5.664,6.64512,1.6369
5.665,6.8497,1.60162
5.666,7.04747,1.69388
5.667,7.2379,1.69388
5.668,7.42045,1.70105
5.669,7.59462,1.70105
5.67,7.75995,1.83928
5.671,7.91601,1.77333
5.672,8.06241,1.83928
5.673,8.19879,2.09604
5.674,8.32481,2.22106
5.675,8.4402,2.22106
5.676,8.54469,2.22106
5.677,8.63807,2.27659
5.678,8.72016,2.74787
5.679,8.79081,2.74787
5.68,8.84992,2.74787
5.681,8.8974,2.82539
5.682,8.93321,2.82539
5.683,8.95735,3.64714
5.684,8.96983,3.64714
5.685,8.97072,3.67599
5.686,8.9601,3.67599
5.687,8.93809,3.79233
5.688,8.90483,4.37587
5.689,8.86048,4.40701
5.69,8.80526,4.40701
5.691,8.73938,4.35516
5.692,8.66308,4.35516
5.693,8.57664,5.21607
5.694,8.48034,5.21607
5.695,8.3745,5.24966
5.696,8.25943,5.24966
5.697,8.1355,5.24966
5.698,8.00306,6.03617
5.699,7.86249,6.03617
5.7,7.71418,6.03617
5.701,7.55854,6.25246
5.702,7.39598,6.25246
5.703,7.22694,6.57085
5.704,7.05186,6.7327
5.705,6.87118,6.7327
5.706,6.68536,6.68271
5.707,6.49487,6.68271
5.708,6.30019,7.37165
5.709,6.10179,7.3847
5.71,5.90016,7.52889
5.711,5.6958,7.78093
5.712,5.4892,7.76757
5.713,5.28086,7.76757
5.714,5.07129,7.76757
5.715,4.86099,7.75422
5.716,4.65048,7.75422
5.717,4.44026,7.76757
5.718,4.23086,7.78093
5.719,4.02279,7.87473
5.72,3.81655,8.17289
5.721,3.61267,8.17289
5.722,3.41166,7.8613
5.723,3.21402,7.46319
5.724,3.02027,7.46319
5.725,2.83091,7.4239
5.726,2.64643,7.62131
5.727,2.46734,7.4239
5.728,2.29411,6.90897
5.729,2.12722,6.87103
5.73,1.96715,6.88366
5.731,1.81436,6.88366
5.732,1.66929,6.88366
5.733,1.53238,5.98857
5.734,1.40404,5.74139
5.735,1.2847,5.94113
5.736,1.17472,5.94113
5.737,1.0745,5.81154
5.738,0.984363,4.96171
5.739,0.904655,4.96171
5.74,0.835677,5.09373
5.741,0.777712,5.09373
5.742,0.731015,5.04956
5.743,0.695813,4.36551
5.744,0.672306,4.28301
5.745,0.660663,4.28301
5.746,0.66102,4.28301
5.747,0.673481,4.13014
5.748,0.698115,3.73397
5.749,0.734956,3.30828
5.75,0.784002,3.56116
5.751,0.845212,3.49486
5.752,0.918508,3.49486
5.753,1.00377,2.77362
5.754,1.10085,2.66274
5.755,1.20955,2.6374
5.756,1.32962,2.72222
5.757,1.4608,2.72222
5.758,1.60276,2.43809
5.759,1.75515,2.40545
5.76,1.91758,2.26067
5.761,2.08962,2.15822
5.762,2.27078,2.15822
5.763,2.46057,1.98885
5.764,2.65844,1.91354
5.765,2.86382,1.8986
5.766,3.07609,1.8986
5.767,3.29462,1.8986
5.768,3.51873,1.67957
5.769,3.74775,1.67957
5.77,3.98095,1.90607
5.771,4.21758,1.90607
5.772,4.45691,1.75154
5.773,4.69814,1.75154
5.774,4.94049,1.73706
5.775,5.18318,1.80254
5.776,5.42539,1.78062
5.777,5.66631,1.78062
5.778,5.90514,1.78062
5.779,6.14108,1.87628
5.78,6.37331,1.65108
5.781,6.60106,1.75879
5.782,6.82354,1.75879
5.783,7.03998,1.80986
5.784,7.24965,1.80986
5.785,7.45182,1.80986
5.786,7.64578,1.83928
5.787,7.83088,1.83928
5.788,8.00646,1.98885
5.789,8.17193,2.21317
5.79,8.32671,2.21317
5.791,8.47026,2.20528
5.792,8.6021,2.20528
5.793,8.72177,2.62056
5.794,8.82887,2.73931
5.795,8.92303,2.6712
5.796,9.00395,2.73931
5.797,9.07136,2.73931
5.798,9.12505,3.41973
5.799,9.16484,3.41973
5.8,9.19063,3.41973
5.801,9.20236,3.46661
5.802,9.2,3.60882
5.803,9.18361,4.30358
5.804,9.15327,4.30358
5.805,9.10912,4.30358
5.806,9.05134,4.19101
5.807,8.98019,4.38624
5.808,8.89593,5.08267
5.809,8.7989,5.08267
5.81,8.68947,5.07162
5.811,8.56805,5.07162
5.812,8.4351,5.1048
5.813,8.2911,5.52173
5.814,8.13659,5.75306
5.815,7.97212,5.71809
5.816,7.79828,5.88207
5.817,7.61568,5.88207
5.818,7.42497,6.48444
5.819,7.22682,6.50907
5.82,7.02189,6.54611
5.821,6.8109,6.72019
5.822,6.59456,6.80799
5.823,6.37358,7.31957
5.824,6.1487,7.43698
5.825,5.92067,7.41082
5.826,5.69021,7.41082
5.827,5.45806,7.41082
5.828,5.22497,7.66107
5.829,4.99166,8.02318
5.83,4.75886,7.66107
5.831,4.52728,7.84788
5.832,4.29762,7.84788
5.833,4.07056,7.7943
5.834,3.84678,7.75422
5.835,3.62692,7.7943
5.836,3.41162,7.58164
5.837,3.20148,8.00963
5.838,2.99709,7.58164
5.839,2.79902,7.60807
5.84,2.60779,7.52889
5.841,2.42392,7.52889
5.842,2.24789,7.50258
5.843,2.08014,7.43698
5.844,1.92111,6.69519
5.845,1.77119,6.69519
5.846,1.63073,6.92164
5.847,1.50009,6.92164
5.848,1.37955,6.01235
5.849,1.2694,5.89386
5.85,1.16987,5.89386
5.851,1.08118,6.06004
5.852,1.00351,6.06004
5.853,0.937016,5.1048
5.854,0.881813,4.90714
5.855,0.837999,5.16031
5.856,0.805638,5.16031
5.857,0.784765,5.12697
5.858,0.775388,4.18084
5.859,0.777489,4.18084
5.86,0.791019,4.18084
5.861,0.815908,4.20119
5.862,0.852054,4.18084
5.863,0.899335,3.41038
5.864,0.9576,3.41038
5.865,1.02668,3.45721
5.866,1.10637,3.45721
5.867,1.19645,3.34526
5.868,1.29668,2.98297
5.869,1.40679,2.71369
5.87,1.52649,2.71369
5.871,1.65548,2.71369
5.872,1.79342,2.59538
5.873,1.93996,2.43809
5.874,2.09473,2.30055
5.875,2.25733,2.23687
5.876,2.42736,2.23687
5.877,2.60439,2.04985
5.878,2.78797,1.90607
5.879,2.97763,1.8986
5.88,3.17289,1.8986
5.881,3.37325,1.8986
5.882,3.57819,1.92103
5.883,3.78719,1.92103
5.884,3.9997,2.01927
5.885,4.21516,1.83191
5.886,4.433,1.83191
5.887,4.65263,1.83191
5.888,4.87346,1.99644
5.889,5.09489,1.83191
5.89,5.3163,1.99644
5.891,5.53708,1.83191
5.892,5.75658,1.84666
5.893,5.9742,1.84666
5.894,6.18928,1.89115
5.895,6.4012,1.89115
5.896,6.60932,1.89115
5.897,6.813,1.95107
5.898,7.01162,1.95107
5.899,7.20455,2.01927
5.9,7.39118,2.01927
5.901,7.57091,1.88371
5.902,7.74313,1.88371
5.903,7.90727,2.27659
5.904,8.06276,2.28457
5.905,8.20906,2.28457
5.906,8.34565,2.28457
5.907,8.47203,2.28457
5.908,8.58771,2.93886
5.909,8.69226,2.92128
5.91,8.78524,2.81674
5.911,8.86629,2.92128
5.912,8.93504,2.96529
5.913,8.99118,3.66636
5.914,9.03442,3.66636
5.915,9.06453,3.81187
5.916,9.08132,3.63754
5.917,9.08461,3.81187
5.918,9.07431,4.39662
5.919,9.05035,4.39662
5.92,9.01271,4.41741
5.921,8.96141,4.41741
5.922,8.89653,4.46957
5.923,8.81819,5.13807
5.924,8.72658,5.21607
5.925,8.6219,5.22726
5.926,8.50444,5.43037
5.927,8.37451,5.52173
5.928,8.23247,6.01235
5.929,8.07875,6.01235
5.93,7.91381,5.90566
5.931,7.73814,5.90566
5.932,7.5523,6.31314
5.933,7.35687,6.92164
5.934,7.15249,6.92164
5.935,6.93983,6.60804
5.936,6.71958,6.57085
5.937,6.49249,6.57085
5.938,6.25931,7.34559
5.939,6.02084,7.39775
5.94,5.77789,7.34559
5.941,5.53131,7.15147
5.942,5.28195,7.56843
5.943,5.03067,7.71424
5.944,4.77835,7.56843
5.945,4.52589,7.80768
5.946,4.27417,7.78093
5.947,4.02408,7.80768
5.948,3.7765,7.78093
5.949,3.53233,7.88818
5.95,3.29242,7.90163
5.951,3.05762,7.90163
5.952,2.82878,7.70093
5.953,2.6067,7.48944
5.954,2.39217,7.48944
5.955,2.18595,7.48944
5.956,1.98876,7.54206
5.957,1.80131,7.46319
5.958,1.62425,6.87103
5.959,1.45819,6.87103
5.96,1.3037,6.93432
5.961,1.16132,7.03613
5.962,1.03152,7.03613
5.963,0.914743,6.08394
5.964,0.811368,5.91748
5.965,0.721729,5.88207
5.966,0.646105,5.88207
5.967,0.584722,5.72974
5.968,0.537753,5.07162
5.969,0.505316,5.00555
5.97,0.487474,4.98361
5.971,0.484238,4.98361
5.972,0.495564,4.88539
5.973,0.521354,4.00953
5.974,0.561459,3.79233
5.975,0.615679,3.84125
5.976,0.683762,3.84125
5.977,0.76541,3.84125
5.978,0.860277,3.81187
5.979,0.967973,2.92128
5.98,1.08806,2.85142
5.981,1.22008,2.83406
5.982,1.3635,2.81674
5.983,1.51779,2.81674
5.984,1.68236,2.64583
5.985,1.85659,2.3649
5.986,2.03986,2.21317
5.987,2.23149,2.30055
5.988,2.43081,2.30055
5.989,2.63709,2.11152
5.99,2.84963,2.11152
5.991,3.06769,1.96615
5.992,3.29051,2.01165
5.993,3.51735,2.01165
5.994,3.74744,2.01165
5.995,3.98003,2.0269
5.996,4.21435,1.99644
5.997,4.44964,1.97371
5.998,4.68516,1.97371
5.999,4.92015,2.0729
6,5.15388,2.0729
6.001,5.38564,2.03454
6.002,5.6147,1.78791
6.003,5.84038,1.95107
6.004,6.06201,1.80254
6.005,6.27894,1.95107
6.006,6.49052,1.80254
6.007,6.69616,1.93603
6.008,6.89527,1.93603
6.009,7.08728,1.82455
6.01,7.27167,1.82455
6.011,7.44794,1.82455
6.012,7.6156,1.83928
6.013,7.77421,1.96615
6.014,7.92335,1.99644
6.015,8.06263,1.99644
6.016,8.1917,2.09604
6.017,8.31023,1.98127
6.018,8.41793,2.11152
6.019,8.51453,2.6374
6.02,8.59981,2.6374
6.021,8.67355,2.45446
6.022,8.73559,2.65428
6.023,8.7858,2.65428
6.024,8.82407,3.27146
6.025,8.85032,3.28065
6.026,8.8645,3.36382
6.027,8.86661,3.31751
6.028,8.85666,3.36382
6.029,8.8347,4.19101
6.03,8.8008,4.19101
6.031,8.75507,4.19101
