Time,Input,Output
2.243,0.664126,1.26322
2.244,0.701605,1.26322
2.245,0.743124,1.26322
2.246,0.78862,1.26322
2.247,0.838008,1.17315
2.248,0.891185,1.11008
2.249,0.948027,1.11008
2.25,1.00839,1.11008
2.251,1.07211,1.11008
2.252,1.13902,1.12261
2.253,1.20893,1.17952
2.254,1.28162,1.17952
2.255,1.35689,1.22437
2.256,1.4345,1.19868
2.257,1.51423,1.19868
2.258,1.59584,1.19868
2.259,1.67907,1.08514
2.26,1.76369,1.11634
2.261,1.84945,1.11634
2.262,1.9361,1.11634
2.263,2.02341,1.12261
2.264,2.11114,1.12261
2.265,2.19906,1.02352
2.266,2.28696,1.02352
2.267,2.37462,1.06036
2.268,2.46186,1.06036
2.269,2.54849,1.07273
2.27,2.63435,1.03576
2.271,2.7193,1.11634
2.272,2.8032,1.31561
2.273,2.88594,1.31561
2.274,2.96743,1.27626
2.275,3.04759,1.27626
2.276,3.12638,1.1859
2.277,3.20377,1.17315
2.278,3.27973,1.11634
2.279,3.35428,1.11634
2.28,3.42746,1.11634
2.281,3.49929,1.11634
2.282,3.56986,1.20509
2.283,3.63925,1.20509
2.284,3.70754,1.15412
2.285,3.77487,1.21793
2.286,3.84135,1.27626
2.287,3.90713,1.3222
2.288,3.97236,1.362
2.289,4.03721,1.3222
2.29,4.10183,1.40217
2.291,4.1664,1.40217
2.292,4.2311,1.49736
2.293,4.2961,1.58758
2.294,4.3616,1.58758
2.295,4.42775,1.58758
2.296,4.49473,1.58758
2.297,4.56272,1.69388
2.298,4.63185,1.70105
2.299,4.7023,1.75879
2.3,4.77418,1.75879
2.301,4.84763,1.8172
2.302,4.92275,1.8986
2.303,4.99964,1.99644
2.304,5.07837,2.00404
2.305,5.15901,2.06521
2.306,5.24159,2.06521
2.307,5.32613,2.22106
2.308,5.41265,2.35682
2.309,5.50111,2.3892
2.31,5.59147,2.35682
2.311,5.68368,2.3892
2.312,5.77766,2.93886
2.313,5.87331,3.20744
2.314,5.9705,3.20744
2.315,6.06909,3.20744
2.316,6.16894,3.11687
2.317,6.26987,3.55165
2.318,6.37168,3.55165
2.319,6.47419,3.48543
2.32,6.57716,3.38241
2.321,6.68039,3.48543
2.322,6.78362,4.00953
2.323,6.88663,4.00953
2.324,6.98915,3.94979
2.325,7.09094,3.92997
2.326,7.19175,3.94979
2.327,7.29131,4.09985
2.328,7.38938,4.43824
2.329,7.48571,4.43824
2.33,7.58006,4.46957
2.331,7.67219,4.46957
2.332,7.76187,4.85284
2.333,7.8489,5.08267
2.334,7.93307,5.08267
2.335,8.0142,5.16031
2.336,8.09211,4.97265
2.337,8.16665,5.16031
2.338,8.23768,5.36229
2.339,8.30509,5.64844
2.34,8.36878,5.49883
2.341,8.42867,5.49883
2.342,8.48471,6.15591
2.343,8.53685,6.39853
2.344,8.5851,6.41077
2.345,8.62944,6.41077
2.346,8.66992,6.42302
2.347,8.70657,6.37408
2.348,8.73947,6.42302
2.349,8.7687,6.50907
2.35,8.79436,6.7703
2.351,8.81658,6.72019
2.352,8.83548,6.62046
2.353,8.85123,6.62046
2.354,8.86397,6.82058
2.355,8.87389,6.82058
2.356,8.88116,6.72019
2.357,8.88598,6.72019
2.358,8.88853,7.56843
2.359,8.88902,7.56843
2.36,8.88764,7.30658
2.361,8.8846,7.21592
2.362,8.88009,7.21592
2.363,8.87431,7.98257
2.364,8.86744,7.98257
2.365,8.85966,7.70093
2.366,8.85115,7.70093
2.367,8.84206,8.60161
2.368,8.83255,8.60161
2.369,8.82274,8.43447
2.37,8.81276,8.43447
2.371,8.80271,8.62962
2.372,8.79268,8.82682
2.373,8.78273,8.91196
2.374,8.77292,9.04038
2.375,8.76328,9.04038
2.376,8.75381,9.16965
2.377,8.74452,9.0547
2.378,8.73538,9.21292
2.379,8.72634,9.08338
2.38,8.71735,9.24183
2.381,8.70831,9.08338
2.382,8.69915,9.02607
2.383,8.68973,9.18406
2.384,8.67994,9.24183
2.385,8.66963,9.24183
2.386,8.65865,9.37241
2.387,8.64684,9.24183
2.388,8.63402,9.29976
2.389,8.62001,9.24183
2.39,8.60463,9.29976
2.391,8.58768,9.15524
2.392,8.56897,9.29976
2.393,8.54831,9.29976
2.394,8.52551,9.19849
2.395,8.50038,9.19849
2.396,8.47273,9.18406
2.397,8.4424,9.04038
2.398,8.40921,9.04038
2.399,8.37301,9.02607
2.4,8.33366,8.95467
2.401,8.29103,8.95467
2.402,8.245,8.91196
2.403,8.19547,8.88354
2.404,8.14237,8.88354
2.405,8.08564,8.88354
2.406,8.02522,8.55969
2.407,7.96109,8.55969
2.408,7.89327,8.44834
2.409,7.82175,8.44834
2.41,7.74658,8.24136
2.411,7.66782,8.61561
2.412,7.58555,8.18657
2.413,7.49986,7.9961
2.414,7.41089,7.96905
2.415,7.31876,7.67435
2.416,7.22362,7.75422
2.417,7.12566,7.75422
2.418,7.02506,7.72755
2.419,6.92202,7.68763
2.42,6.81675,7.68763
2.421,6.70949,7.68763
2.422,6.60046,7.83447
2.423,6.4899,7.66107
2.424,6.37807,7.83447
2.425,6.26522,7.94205
2.426,6.1516,7.94205
2.427,6.03747,7.60807
2.428,5.92308,7.60807
2.429,5.80867,7.92857
2.43,5.6945,7.92857
2.431,5.58081,7.78093
2.432,5.4678,7.46319
2.433,5.35572,7.35862
2.434,5.24476,7.46319
2.435,5.13511,7.45008
2.436,5.02696,7.45008
2.437,4.92046,7.34559
2.438,4.81576,6.93432
2.439,4.71299,6.87103
2.44,4.61225,6.87103
2.441,4.51364,6.87103
2.442,4.41722,6.74522
2.443,4.32305,6.64533
2.444,4.23115,6.64533
2.445,4.14155,6.64533
2.446,4.05422,6.50907
2.447,3.96915,6.31314
2.448,3.8863,6.31314
2.449,3.80559,6.03617
2.45,3.72696,6.32531
2.451,3.65031,6.03617
2.452,3.57554,5.81154
2.453,3.50253,5.63687
2.454,3.43114,5.77642
2.455,3.36125,5.59069
2.456,3.29269,5.2721
2.457,3.22534,5.08267
2.458,3.15901,5.02753
2.459,3.09357,5.02753
2.46,3.02885,4.95077
2.461,2.96468,4.82038
2.462,2.90092,4.7665
2.463,2.83742,4.7665
2.464,2.77404,4.7665
2.465,2.71063,4.6915
2.466,2.64707,4.63824
2.467,2.58326,4.63824
2.468,2.51908,4.63824
2.469,2.45445,4.29329
2.47,2.38931,4.24202
2.471,2.32358,4.57467
2.472,2.25724,4.57467
2.473,2.19027,3.98958
2.474,2.12265,3.85107
2.475,2.05442,3.98958
2.476,1.98559,3.93987
2.477,1.91622,3.93987
2.478,1.84638,3.61838
2.479,1.77617,3.61838
2.48,1.70569,3.96967
2.481,1.63506,3.88058
2.482,1.56443,3.81187
2.483,1.49395,3.22568
2.484,1.42378,3.22568
2.485,1.35412,3.18924
2.486,1.28516,3.18016
2.487,1.21709,3.18016
2.488,1.15013,2.83406
2.489,1.08451,2.81674
2.49,1.02044,2.83406
2.491,0.958154,3.09888
2.492,0.897877,2.90376
2.493,0.839837,2.69666
2.494,0.784262,2.69666
2.495,0.731371,2.94766
2.496,0.68138,2.94766
2.497,0.634498,2.58701
2.498,0.590922,2.47911
2.499,0.550839,2.44627
2.5,0.514425,2.47911
2.501,0.48184,2.44627
2.502,0.45323,2.12705
2.503,0.428722,2.01165
2.504,0.408428,1.95107
2.505,0.392441,2.01165
2.506,0.380834,1.95107
2.507,0.373662,1.89115
2.508,0.370957,1.87628
2.509,0.372732,1.87628
2.51,0.378981,1.87628
2.511,0.389673,1.85405
2.512,0.404763,1.72263
2.513,0.424181,1.52493
2.514,0.44784,1.55267
2.515,0.475635,1.67243
2.516,0.507443,1.55267
2.517,0.543125,1.50423
2.518,0.582525,1.50423
2.519,0.625475,1.62275
2.52,0.671794,1.62275
2.521,0.72129,1.51802
2.522,0.773762,1.51112
2.523,0.829001,1.48363
2.524,0.886792,1.29589
2.525,0.946916,1.24375
2.526,1.00915,1.24375
2.527,1.07328,1.24375
2.528,1.13907,1.24375
2.529,1.20632,1.23728
2.53,1.27481,1.23728
2.531,1.34434,1.28279
2.532,1.4147,1.28279
2.533,1.48571,1.32881
2.534,1.55719,1.19228
2.535,1.62898,1.19228
2.536,1.70093,1.19228
2.537,1.7729,1.19228
2.538,1.84478,1.19228
2.539,1.91645,1.28933
2.54,1.98783,1.28933
2.541,2.05886,1.25023
2.542,2.12949,1.17315
2.543,2.19967,1.17315
2.544,2.2694,1.17315
2.545,2.33868,1.17315
2.546,2.40752,1.13518
2.547,2.47598,1.13518
2.548,2.54409,1.17315
2.549,2.61193,1.19228
2.55,2.67958,1.22437
2.551,2.74714,1.22437
2.552,2.81472,1.24375
2.553,2.88243,1.21793
2.554,2.9504,1.26322
2.555,3.01877,1.25023
2.556,3.08768,1.35534
2.557,3.15728,1.30245
2.558,3.2277,1.30245
2.559,3.29911,1.30245
2.56,3.37164,1.28933
2.561,3.44545,1.28933
2.562,3.52067,1.23728
2.563,3.59744,1.28933
2.564,3.67588,1.23728
2.565,3.75611,1.30902
2.566,3.83824,1.36867
2.567,3.92236,1.41564
2.568,4.00854,1.55963
2.569,4.09686,1.55963
2.57,4.18737,1.55963
2.571,4.28009,1.50423
2.572,4.37504,1.50423
2.573,4.47222,1.76606
2.574,4.5716,1.76606
2.575,4.67314,1.68672
2.576,4.77679,1.6653
2.577,4.88246,1.68672
2.578,4.99006,1.84666
2.579,5.09946,1.84666
2.58,5.21054,1.71542
2.581,5.32315,1.8172
2.582,5.43711,1.86145
2.583,5.55225,2.14261
2.584,5.66836,2.27659
2.585,5.78524,2.27659
2.586,5.90267,2.39732
2.587,6.02042,2.44627
2.588,6.13824,2.52869
2.589,6.2559,2.52869
2.59,6.37314,2.51212
2.591,6.4897,2.51212
2.592,6.60534,2.53699
2.593,6.71979,3.1349
2.594,6.83281,3.16202
2.595,6.94414,3.16202
2.596,7.05355,3.1349
2.597,7.16079,3.1349
2.598,7.26565,3.62796
2.599,7.3679,3.85107
2.6,7.46734,3.78258
2.601,7.56378,3.85107
2.602,7.65705,4.01953
2.603,7.74699,4.41741
2.604,7.83346,4.67016
2.605,7.91632,4.39662
2.606,7.99549,4.39662
2.607,8.07086,4.41741
2.608,8.14237,5.07162
2.609,8.20998,5.07162
2.61,8.27365,5.08267
2.611,8.33338,4.89626
2.612,8.38918,5.16031
2.613,8.44107,5.419
2.614,8.48912,5.62531
2.615,8.53337,5.61376
2.616,8.57392,5.61376
2.617,8.61086,5.90566
2.618,8.64431,6.2041
2.619,8.67438,6.50907
2.62,8.70122,6.50907
2.621,8.72496,6.44756
2.622,8.74578,6.44756
2.623,8.76382,6.7327
2.624,8.77926,7.02337
2.625,8.79227,7.02337
2.626,8.80301,6.79542
2.627,8.81167,6.79542
2.628,8.81842,7.31957
2.629,8.82342,7.41082
2.63,8.82684,7.62131
2.631,8.82882,7.41082
2.632,8.82953,7.62131
2.633,8.8291,8.50393
2.634,8.82766,8.50393
2.635,8.82532,8.29633
2.636,8.82219,8.29633
2.637,8.81835,8.49001
2.638,8.81388,8.49001
2.639,8.80884,8.50393
2.64,8.80326,8.50393
2.641,8.79717,8.50393
2.642,8.79058,8.62962
2.643,8.78348,8.99748
2.644,8.77584,8.99748
2.645,8.76762,9.18406
2.646,8.75876,8.9832
2.647,8.74919,9.11209
2.648,8.73881,9.11209
2.649,8.72753,8.95467
2.65,8.71523,8.94043
2.651,8.70178,8.94043
2.652,8.68704,8.99748
2.653,8.67087,9.02607
2.654,8.6531,9.06903
2.655,8.63359,9.16965
2.656,8.61216,9.16965
2.657,8.58865,9.16965
2.658,8.56289,9.25629
2.659,8.53471,9.25629
2.66,8.50394,9.25629
2.661,8.47042,9.27077
2.662,8.434,9.27077
2.663,8.39453,9.15524
2.664,8.35187,9.02607
2.665,8.30588,8.84098
2.666,8.25646,8.94043
2.667,8.2035,8.77027
2.668,8.14691,8.64364
2.669,8.08662,8.64364
2.67,8.02257,8.64364
2.671,7.95472,8.49001
2.672,7.88306,8.54573
2.673,7.80758,8.47611
2.674,7.72829,8.44834
2.675,7.64525,8.35146
2.676,7.55849,8.44834
2.677,7.46811,8.22765
2.678,7.37419,8.46222
2.679,7.27685,8.15923
2.68,7.17622,8.53179
2.681,7.07245,8.61561
2.682,6.9657,8.11831
2.683,6.85617,8.06389
2.684,6.74404,7.80768
2.685,6.62952,8.06389
2.686,6.51284,7.82107
2.687,6.39422,7.82107
2.688,6.2739,7.47631
2.689,6.15214,7.47631
2.69,6.02918,7.47631
2.691,5.90529,7.59485
2.692,5.7807,7.3847
2.693,5.65569,7.20301
2.694,5.53052,7.17722
2.695,5.40542,7.17722
2.696,5.28065,7.17722
2.697,5.15646,7.06169
2.698,5.03307,6.99788
2.699,4.9107,6.99788
2.7,4.78957,7.11293
2.701,4.66987,7.11293
2.702,4.55179,6.92164
2.703,4.4355,6.92164
2.704,4.32115,7.13862
2.705,4.20888,6.82058
2.706,4.09881,6.82058
2.707,3.99104,6.98514
2.708,3.88566,6.98514
2.709,3.78273,6.58324
2.71,3.6823,6.58324
2.711,3.5844,6.87103
2.712,3.48904,6.87103
2.713,3.39621,5.97669
2.714,3.30589,5.97669
2.715,3.21805,5.96483
2.716,3.13262,5.96483
2.717,3.04955,5.96483
2.718,2.96875,5.26088
2.719,2.89013,5.26088
2.72,2.81358,5.2721
2.721,2.739,5.2721
2.722,2.66627,5.12697
2.723,2.59526,4.62762
2.724,2.52585,4.52199
2.725,2.4579,4.52199
2.726,2.39128,4.53251
2.727,2.32586,4.53251
2.728,2.26152,4.23179
2.729,2.19813,4.23179
2.73,2.13558,4.50099
2.731,2.07375,4.50099
2.732,2.01253,3.93987
2.733,1.95185,3.73397
2.734,1.89162,3.73397
2.735,1.83176,3.74367
2.736,1.77224,3.74367
2.737,1.713,3.66636
2.738,1.65401,3.48543
2.739,1.59528,3.48543
2.74,1.53681,3.63754
2.741,1.47862,3.63754
2.742,1.42075,3.21656
2.743,1.36326,3.00956
2.744,1.30621,3.00956
2.745,1.24971,3.00956
2.746,1.19384,3.00956
2.747,1.13874,2.90376
2.748,1.08453,2.80809
2.749,1.03136,2.80809
2.75,0.979393,2.86882
2.751,0.92879,2.86882
2.752,0.879732,2.57864
2.753,0.832407,2.57864
2.754,0.787007,2.65428
2.755,0.743732,2.65428
2.756,0.702784,2.43809
2.757,0.664366,2.40545
2.758,0.628681,2.40545
2.759,0.595934,2.40545
2.76,0.566323,2.13482
2.761,0.540042,2.13482
2.762,0.517279,2.15822
2.763,0.498213,2.15822
2.764,0.483014,1.94354
2.765,0.471841,1.94354
2.766,0.464838,2.11928
2.767,0.462139,2.11928
2.768,0.463858,1.79522
2.769,0.470097,1.79522
2.77,0.480938,1.79522
2.771,0.496446,1.92103
2.772,0.516668,1.92103
2.773,0.541632,1.65819
2.774,0.571344,1.6369
2.775,0.605792,1.51112
2.776,0.644946,1.52493
2.777,0.688753,1.52493
2.778,0.737142,1.52493
2.779,0.790025,1.49736
2.78,0.847293,1.49736
2.781,0.90882,1.62275
2.782,0.974465,1.46995
2.783,1.04407,1.46995
2.784,1.11746,1.29589
2.785,1.19446,1.29589
2.786,1.27486,1.26322
2.787,1.35845,1.2115
2.788,1.44503,1.2115
2.789,1.53436,1.26322
2.79,1.62622,1.39544
2.791,1.72037,1.39544
2.792,1.81658,1.3222
2.793,1.91461,1.31561
2.794,2.01422,1.19868
2.795,2.11519,1.19868
2.796,2.21728,1.17952
2.797,2.32027,1.20509
2.798,2.42396,1.20509
2.799,2.52813,1.23728
2.8,2.63258,1.31561
2.801,2.73714,1.29589
2.802,2.84164,1.30902
2.803,2.94591,1.30902
2.804,3.04981,1.30245
2.805,3.15323,1.24375
2.806,3.25604,1.23728
2.807,3.35815,1.24375
2.808,3.45949,1.23082
2.809,3.55999,1.4089
2.81,3.65961,1.31561
2.811,3.75832,1.34205
2.812,3.85611,1.34205
2.813,3.95297,1.34205
2.814,4.04894,1.46995
2.815,4.14405,1.4495
2.816,4.23833,1.4089
2.817,4.33185,1.4495
2.818,4.42468,1.6653
2.819,4.51689,1.72984
2.82,4.60859,1.6653
2.821,4.69985,1.65819
2.822,4.79079,1.65819
2.823,4.8815,1.65819
2.824,4.9721,1.77333
2.825,5.06269,1.83928
2.826,5.15338,1.83191
2.827,5.24428,1.83191
2.828,5.33549,2.17386
2.829,5.4271,2.17386
2.83,5.5192,2.15822
2.831,5.61187,2.04985
2.832,5.70519,2.15822
2.833,5.79922,2.37299
2.834,5.89399,2.44627
2.835,5.98955,2.45446
2.836,6.08592,2.45446
2.837,6.1831,2.50385
2.838,6.28108,2.6374
2.839,6.37984,2.6374
2.84,6.47933,2.68817
2.841,6.57949,2.68817
2.842,6.68024,2.71369
2.843,6.7815,3.31751
2.844,6.88316,3.336
2.845,6.98508,3.57067
2.846,7.08713,3.57067
2.847,7.18915,3.57067
2.848,7.29097,3.93987
2.849,7.39242,3.93987
2.85,7.49329,3.89043
2.851,7.59338,4.00953
2.852,7.69247,4.12003
2.853,7.79035,4.32418
2.854,7.88679,4.51149
2.855,7.98154,4.56412
2.856,8.07439,4.62762
2.857,8.16508,4.73429
2.858,8.25339,5.14918
2.859,8.33907,5.21607
2.86,8.42189,5.21607
2.861,8.50163,5.21607
2.862,8.57806,5.30584
2.863,8.65098,5.76474
2.864,8.72018,5.79983
2.865,8.78548,5.79983
2.866,8.84668,6.02426
2.867,8.90364,6.03617
2.868,8.9562,6.42302
2.869,9.00423,6.42302
2.87,9.04762,6.25246
2.871,9.08626,6.25246
2.872,9.12009,6.43528
2.873,9.14904,6.84578
2.874,9.17307,6.95971
2.875,9.19216,6.95971
2.876,9.20631,6.94701
2.877,9.21554,6.94701
2.878,9.21988,7.82107
2.879,9.2194,7.83447
2.88,9.21416,7.96905
2.881,9.20426,8.20025
2.882,9.18981,8.20025
2.883,9.17093,8.65766
2.884,9.14775,8.65766
2.885,9.12044,8.57365
2.886,9.08914,8.55969
2.887,9.05404,8.57365
2.888,9.01531,9.06903
2.889,8.97314,9.06903
2.89,8.92773,9.06903
2.891,8.87928,8.96893
2.892,8.82798,8.96893
2.893,8.77404,9.09773
2.894,8.71766,9.14085
2.895,8.65903,9.14085
2.896,8.59836,9.12646
2.897,8.53583,9.01177
2.898,8.47161,9.12646
2.899,8.40589,9.29976
2.9,8.33883,9.31427
2.901,8.27058,9.31427
2.902,8.20128,9.31427
2.903,8.13105,9.40154
2.904,8.06002,9.40154
2.905,7.98828,9.24183
2.906,7.91592,9.24183
2.907,7.84301,9.41613
2.908,7.7696,9.41613
2.909,7.69574,9.09773
2.91,7.62145,9.09773
2.911,7.54673,9.11209
2.912,7.47158,9.11209
2.913,7.39599,9.06903
2.914,7.31992,8.92619
2.915,7.24332,8.92619
2.916,7.16614,9.09773
2.917,7.08831,9.09773
2.918,7.00975,8.55969
2.919,6.93038,8.29633
2.92,6.85011,8.20025
2.921,6.76883,8.18657
2.922,6.68645,8.15923
2.923,6.60287,7.7943
2.924,6.51797,7.7943
2.925,6.43165,8.17289
2.926,6.34381,8.11831
2.927,6.25436,7.91509
2.928,6.1632,7.72755
2.929,6.07024,7.68763
2.93,5.97541,7.72755
2.931,5.87864,7.33258
2.932,5.77987,7.72755
2.933,5.67905,7.33258
2.934,5.57616,7.33258
2.935,5.47118,7.33258
2.936,5.3641,7.2936
2.937,5.25494,6.89631
2.938,5.14372,6.95971
2.939,5.0305,7.02337
2.94,4.91533,6.95971
2.941,4.7983,6.52141
2.942,4.6795,6.48444
2.943,4.55906,6.48444
2.944,4.43709,6.26457
2.945,4.31376,6.07198
2.946,4.18922,6.07198
2.947,4.06365,6.34967
2.948,3.93725,6.08394
2.949,3.81022,5.82327
2.95,3.68277,5.82327
2.951,3.55515,6.09591
2.952,3.42758,6.09591
2.953,3.30031,6.06004
2.954,3.17359,5.39628
2.955,3.04769,5.39628
2.956,2.92285,5.45315
2.957,2.79935,5.45315
2.958,2.67744,5.31711
2.959,2.55738,4.97265
2.96,2.43943,4.97265
2.961,2.32385,5.18258
2.962,2.21087,5.19373
2.963,2.10073,5.19373
2.964,1.99366,4.62762
2.965,1.88987,4.62762
2.966,1.78958,4.65951
2.967,1.69295,4.65951
2.968,1.60018,4.15039
2.969,1.51141,4.15039
2.97,1.4268,4.38624
2.971,1.34646,4.38624
2.972,1.2705,3.96967
2.973,1.199,3.94979
2.974,1.13205,3.94979
2.975,1.06967,3.94979
2.976,1.01192,3.69528
2.977,0.958793,3.67599
2.978,0.910288,3.39172
2.979,0.866382,3.39172
2.98,0.82703,3.42908
2.981,0.792176,3.42908
2.982,0.761744,3.18924
2.983,0.735646,2.92128
2.984,0.713778,2.77362
2.985,0.696025,2.77362
2.986,0.682261,2.61215
2.987,0.672348,2.61215
2.988,0.666143,2.59538
2.989,0.663494,2.5204
2.99,0.664243,2.5204
2.991,0.668231,2.59538
2.992,0.675293,2.53699
2.993,0.685268,2.19741
2.994,0.697991,2.08061
2.995,0.713304,2.04985
2.996,0.731051,2.04985
2.997,0.75108,2.04985
2.998,0.773247,1.95107
2.999,0.797419,1.78791
3,0.823467,1.6653
3.001,0.851275,1.77333
3.002,0.880739,1.77333
3.003,0.911766,1.77333
3.004,0.944276,1.6653
3.005,0.978202,1.54572
3.006,1.01349,1.6653
3.007,1.05011,1.55963
3.008,1.08802,1.55963
3.009,1.12723,1.48363
3.01,1.16773,1.45631
3.011,1.20954,1.44271
3.012,1.2527,1.4495
3.013,1.29724,1.44271
3.014,1.34323,1.2115
3.015,1.39073,1.30245
3.016,1.43982,1.39544
3.017,1.49058,1.39544
3.018,1.54312,1.40217
3.019,1.59752,1.40217
3.02,1.6539,1.40217
3.021,1.71237,1.40217
3.022,1.77304,1.3222
3.023,1.83602,1.25672
3.024,1.90143,1.25672
3.025,1.96939,1.11634
3.026,2.03999,1.30245
3.027,2.11334,1.39544
3.028,2.18954,1.42239
3.029,2.26867,1.42915
3.03,2.35081,1.42239
3.031,2.43604,1.362
3.032,2.5244,1.33543
3.033,2.61594,1.33543
3.034,2.71069,1.28279
3.035,2.80866,1.25023
3.036,2.90984,1.25023
3.037,3.01422,1.26322
3.038,3.12176,1.32881
3.039,3.23242,1.34205
3.04,3.3461,1.39544
3.041,3.46273,1.38203
3.042,3.58221,1.49049
3.043,3.70439,1.40217
3.044,3.82915,1.44271
3.045,3.95632,1.40217
3.046,4.08573,1.44271
3.047,4.21718,1.47678
3.048,4.35048,1.46312
3.049,4.48541,1.38873
3.05,4.62174,1.46312
3.051,4.75922,1.53878
3.052,4.8976,1.55963
3.053,5.03663,1.72984
3.054,5.17605,1.72984
3.055,5.31558,1.86886
3.056,5.45494,1.87628
3.057,5.59388,1.87628
3.058,5.7321,1.72984
3.059,5.86933,2.01927
3.06,6.00532,2.01927
3.061,6.13978,2.00404
3.062,6.27246,1.98885
3.063,6.40311,1.98885
3.064,6.53149,2.39732
3.065,6.65736,2.40545
3.066,6.78051,2.40545
3.067,6.90074,2.46267
3.068,7.01784,2.46267
3.069,7.13165,2.85142
3.07,7.242,2.85142
3.071,7.34875,3.07197
3.072,7.45178,2.94766
3.073,7.55098,3.12588
3.074,7.64625,3.56116
3.075,7.73753,3.56116
3.076,7.82476,3.56116
3.077,7.90791,3.49486
3.078,7.98696,3.58972
3.079,8.06191,4.16053
3.08,8.13277,4.16053
3.081,8.19958,4.16053
3.082,8.26239,4.45912
3.083,8.32125,4.51149
3.084,8.37624,5.06058
3.085,8.42744,5.21607
3.086,8.47495,5.21607
3.087,8.51888,5.02753
3.088,8.55934,5.02753
3.089,8.59645,5.66003
3.09,8.63033,5.69484
3.091,8.6611,5.76474
3.092,8.68891,5.76474
3.093,8.71387,5.79983
3.094,8.73612,6.45984
3.095,8.75578,6.68271
3.096,8.77297,6.60804
3.097,8.78781,6.60804
3.098,8.8004,6.60804
3.099,8.81085,7.20301
3.1,8.81925,7.20301
3.101,8.82567,7.01062
3.102,8.8302,6.87103
3.103,8.83289,6.87103
3.104,8.83379,7.84788
3.105,8.83292,7.96905
3.106,8.83032,7.84788
3.107,8.82599,7.90163
3.108,8.81991,7.90163
3.109,8.81209,8.33766
3.11,8.80247,8.54573
3.111,8.79101,8.54573
3.112,8.77767,8.54573
3.113,8.76236,8.74205
3.114,8.745,8.81267
3.115,8.72552,8.81267
3.116,8.7038,8.81267
3.117,8.67974,8.75616
3.118,8.65322,9.09773
3.119,8.62414,9.0547
3.12,8.59235,9.25629
3.121,8.55774,9.08338
3.122,8.52018,9.34332
3.123,8.47954,9.25629
3.124,8.43569,9.25629
3.125,8.38852,9.18406
3.126,8.33791,9.40154
3.127,8.28374,9.40154
3.128,8.22591,9.0547
3.129,8.16433,9.02607
3.13,8.09891,8.91196
3.131,8.02959,8.91196
3.132,7.9563,8.92619
3.133,7.87899,8.92619
3.134,7.79765,8.84098
3.135,7.71225,8.84098
3.136,7.6228,9.31427
3.137,7.52932,9.25629
3.138,7.43184,9.19849
3.139,7.33043,8.99748
3.14,7.22515,8.99748
3.141,7.1161,8.99748
3.142,7.00339,8.64364
3.143,6.88714,8.89775
3.144,6.76751,8.61561
3.145,6.64466,8.78439
3.146,6.51876,8.46222
3.147,6.39002,8.46222
3.148,6.25863,8.46222
3.149,6.12483,7.80768
3.15,5.98885,7.75422
3.151,5.85094,7.75422
3.152,5.71134,7.83447
3.153,5.57033,7.83447
3.154,5.42818,7.35862
3.155,5.28516,7.34559
3.156,5.14155,7.34559
3.157,4.99763,7.34559
3.158,4.85369,7.07449
3.159,4.71001,6.7703
3.16,4.56686,6.7703
3.161,4.42451,7.03613
3.162,4.28324,7.03613
3.163,4.1433,6.94701
3.164,4.00494,6.52141
3.165,3.8684,6.39853
3.166,3.73392,6.39853
3.167,3.60169,6.39853
3.168,3.47194,6.3863
3.169,3.34484,5.72974
3.17,3.22057,5.72974
3.171,3.09928,6.06004
3.172,2.9811,5.72974
3.173,2.86617,5.72974
3.174,2.75458,5.59069
3.175,2.64642,5.59069
3.176,2.54176,5.59069
3.177,2.44065,5.51028
3.178,2.34313,5.2049
3.179,2.24921,5.13807
3.18,2.15889,5.13807
3.181,2.07217,5.13807
3.182,1.98902,5.08267
3.183,1.9094,4.80958
3.184,1.83326,4.54303
3.185,1.76053,4.54303
3.186,1.69114,4.59582
3.187,1.62501,4.59582
3.188,1.56205,4.49051
3.189,1.50217,3.98958
3.19,1.44528,3.96967
3.191,1.39126,3.78258
3.192,1.34002,4.03954
3.193,1.29146,4.03954
3.194,1.24548,3.31751
3.195,1.20198,3.17109
3.196,1.16086,3.31751
3.197,1.12204,3.41038
3.198,1.08545,3.41038
3.199,1.051,3.10787
3.2,1.01864,3.10787
3.201,0.988313,3.0899
3.202,0.959973,3.0899
3.203,0.933591,3.07197
3.204,0.909147,2.40545
3.205,0.886635,2.3246
3.206,0.86606,2.30055
3.207,0.847441,2.30055
3.208,0.830809,2.30055
3.209,0.816209,2.13482
3.21,0.803696,2.13482
3.211,0.793338,2.26067
3.212,0.785216,2.26067
3.213,0.779419,2.05753
3.214,0.776049,1.8172
3.215,0.775213,1.88371
3.216,0.777031,2.08061
3.217,0.781625,1.88371
3.218,0.789125,1.83191
3.219,0.799666,1.83191
3.22,0.813385,1.92852
3.221,0.83042,1.92852
3.222,0.850909,1.73706
3.223,0.874991,1.62275
3.224,0.9028,1.58758
3.225,0.934466,1.42915
3.226,0.970113,1.45631
3.227,1.00986,1.60162
3.228,1.05381,1.45631
3.229,1.10206,1.5666
3.23,1.15471,1.5666
3.231,1.21182,1.60162
3.232,1.27346,1.69388
3.233,1.33967,1.69388
3.234,1.41048,1.43593
3.235,1.4859,1.43593
3.236,1.56593,1.3222
3.237,1.65055,1.26973
3.238,1.73972,1.26973
3.239,1.83338,1.26973
3.24,1.93145,1.38873
3.241,2.03383,1.26322
3.242,2.14042,1.27626
